Rating,Promotion,Show,Date,Year,Match Listing,Match Type,Notes,Card,S/M,Amount,Participants
4.5,AJPW,Real World Tag League 1981 - Day 16,13/12/1981,1981,Bruiser Brody & Jimmy Snuka vs. The Funks (Dory Funk Jr. & Terry Funk),Real World Tag League 1981 Match,,Link,M,4,"bruiserbrody1, jimmysnuka1, doryfunkjr1, terryfunk1, , , , , ,"
2,AJPW,Real World Tag League 1981 - Day 16,13/12/1981,1981,Giant Baba & Jumbo Tsuruta vs. Tiger Jeet Singh & Umanosuke Ueda,Real World Tag League 1981 Match,,Link,M,4,"giantbaba1, jumbotsuruta1, tigerjeetsingh1, umanosukeueda1, , , , , ,"
3,AJPW,Real World Tag League 1981 - Day 7,03/12/1981,1981,Terry Funk vs. Ashura Hara,Singles Match,,Link,S,2,"terryfunk1, ashurahara1, , , , , , , ,"
3,AJPW,Real World Tag League 1981 - Day 4,30/11/1981,1981,Giant Baba & Jumbo Tsuruta vs. Ashura Hara & Genichiro Tenryu,Real World Tag League 1981 Match,,Link,M,4,"giantbaba1, jumbotsuruta1, ashurahara1, genichirotenryu1, , , , , ,"
3,AJPW,Real World Tag League 1981 - Day 4,30/11/1981,1981,Terry Funk vs. Bruiser Brody,Singles Match,,Link,S,2,"terryfunk1, bruiserbrody1, , , , , , , ,"
2,AJPW,Real World Tag League 1981 - Day 1,27/11/1981,1981,Tiger Jeet Singh & Umanosuke Ueda vs. The Funks (Dory Funk Jr. & Terry Funk),Real World Tag League 1981 Match,,Link,M,4,"tigerjeetsingh1, umanosukeueda1, doryfunkjr1, terryfunk1, , , , , ,"
3,AJPW,Giant Series 1981 - Day 28,04/11/1981,1981,Bruiser Brody & Jimmy Snuka vs. The Funks (Dory Funk Jr. & Terry Funk),Tag Team Match,,Link,M,4,"bruiserbrody1, jimmysnuka1, doryfunkjr1, terryfunk1, , , , , ,"
1,AJPW,Giant Series 1981 - Day 19,24/10/1981,1981,Alexis Smirnoff & Bruiser Brody vs. The Funks (Dory Funk Jr. & Terry Funk),Tag Team Match,,Link,M,4,"alexissmirnoff1, bruiserbrody1, doryfunkjr1, terryfunk1, , , , , ,"
3,AJPW,Giant Series 1981 - Day 7,09/10/1981,1981,Ric Flair (c) vs. Jumbo Tsuruta,NWA World Heavyweight Title Best Two Out Of Three Falls Match,Special Referee: James Blears,Link,S,2,"ricflair1, jumbotsuruta1, , , , , , , ,"
2,AJPW,Giant Series 1981 - Day 7,09/10/1981,1981,"Ashura Hara, Genichiro Tenryu & Terry Funk vs. Alexis Smirnoff, Don DeNucci & Harley Race",Tag Team Match,,Link,M,6,"ashurahara1, genichirotenryu1, terryfunk1, alexissmirnoff1, dominicdenucci1, harleyrace1, , , ,"
2,AJPW,Giant Series 1981 - Day 7,09/10/1981,1981,Mil Mascaras (c) vs. Mighty Inoue,IWA World Heavyweight Title Match,,Link,S,2,"milmascaras1, mightyinoue1, , , , , , , ,"
2,AJPW,Giant Series 1981 - Day 7,09/10/1981,1981,Dory Funk Jr. (c) vs. Bruiser Brody,NWA International Heavyweight Title Match,,Link,S,2,"doryfunkjr1, bruiserbrody1, , , , , , , ,"
1,AJPW,Giant Series 1981 - Day 7,09/10/1981,1981,Bruno Sammartino & Giant Baba vs. Tiger Jeet Singh & Umanosuke Ueda,Tag Team Match,,Link,M,4,"brunosammartino1, giantbaba1, tigerjeetsingh1, umanosukeueda1, , , , , ,"
3,AJPW,Giant Series 1981 - Day 5,07/10/1981,1981,Ric Flair (c) vs. Terry Funk,NWA World Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"ricflair1, terryfunk1, , , , , , , ,"
3,AJPW,Giant Series 1981 - Day 4,06/10/1981,1981,Buck Robley & Umanosuke Ueda vs. The Funks (Dory Funk Jr. & Terry Funk),Tag Team Match,,Link,M,4,"buckrobley1, umanosukeueda1, doryfunkjr1, terryfunk1, , , , , ,"
2,AJPW,Giant Series 1981 - Day 4,06/10/1981,1981,Ric Flair (c) vs. Genichiro Tenryu,NWA World Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"ricflair1, genichirotenryu1, , , , , , , ,"
2,AJPW,Giant Series 1981 - Day 1,02/10/1981,1981,Genichiro Tenryu vs. Ashura Hara,Singles Match,,Link,S,2,"genichirotenryu1, ashurahara1, , , , , , , ,"
2,AJPW,Super Idol Series - Day 16,07/09/1981,1981,Mil Mascaras vs. Genichiro Tenryu,Singles Match,,Link,S,2,"milmascaras1, genichirotenryu1, , , , , , , ,"
3,AJPW,Super Idol Series - Day 13,04/09/1981,1981,Jumbo Tsuruta (c) vs. Gypsy Joe,NWA United National Title Best Two Out Of Three Falls Match,,Link,S,2,"jumbotsuruta1, gypsyjoe1, , , , , , , ,"
2,AJPW,Super Idol Series - Day 8,28/08/1981,1981,Dos Caras & Mil Mascaras vs. Chavo Guerrero & Ricky Steamboat,PWF Cup Tag Team Tournament Final Best Two Out Of Three Falls Match,,Link,M,4,"doscaras1, milmascaras1, rickysteamboat1, chavoguerrero1, , , , , ,"
2,AJPW,Super Idol Series - Day 3,22/08/1981,1981,Mil Mascaras vs. Ricky Steamboat,Best Two Out Of Three Falls Match,,Link,S,2,"milmascaras1, rickysteamboat1, , , , , , , ,"
2,AJPW,Super Idol Series - Day 1,20/08/1981,1981,Mil Mascaras vs. Gino Hernandez,Singles Match,,Link,S,2,"milmascaras1, ginohernandez1, , , , , , , ,"
3,AJPW,Summer Action Series 1981 - Day 22,30/07/1981,1981,Giant Baba & Jumbo Tsuruta (c) vs. Bill Robinson & Genichiro Tenryu,NWA International Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"giantbaba1, jumbotsuruta1, billyrobinson1, genichirotenryu1, , , , , ,"
2,AJPW,Summer Action Series 1981 - Day 8,13/07/1981,1981,Genichiro Tenryu & Giant Baba vs. Bill Robinson & Victor Rivera,Tag Team Match,,Link,M,4,"genichirotenryu1, giantbaba1, billyrobinson1, victorrivera1, , , , , ,"
2,AJPW,Summer Action Series 1981 - Day 8,13/07/1981,1981,Jumbo Tsuruta (c) vs. Dick Slater,NWA United National Title Best Two Out Of Three Falls Match,,Link,S,2,"jumbotsuruta1, dickslater1, , , , , , , ,"
2,AJPW,Super Power Series 1981 - Day 17,11/06/1981,1981,Ricky Steamboat vs. The Sheik,Singles Match,,Link,S,2,"rickysteamboat1, sheik1, , , , , , , ,"
2,AJPW,Super Power Series 1981 - Day 16,10/06/1981,1981,Genichiro Tenryu & Jumbo Tsuruta vs. The Von Erichs (David von Erich & Kevin von Erich),Tag Team Match,,Link,M,4,"genichirotenryu1, jumbotsuruta1, kevinvonerich1, davidvonerich1, , , , , ,"
2,AJPW,Super Power Series 1981 - Day 16,10/06/1981,1981,Jimmy Snuka vs. Ricky Steamboat,Singles Match,,Link,S,2,"jimmysnuka1, rickysteamboat1, , , , , , , ,"
2,AJPW,Super Power Series 1981 - Day 10,03/06/1981,1981,Jimmy Snuka vs. Ricky Steamboat,Singles Match,,Link,S,2,"jimmysnuka1, rickysteamboat1, , , , , , , ,"
3,AJPW,Super Power Series 1981 - Day 6,29/05/1981,1981,Jimmy Snuka & The Destroyer vs. Jumbo Tsuruta & Ricky Steamboat,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"jimmysnuka1, destroyer1, jumbotsuruta1, rickysteamboat1, , , , , ,"
2,AJPW,International Champion Series 1981 - Day 7,30/04/1981,1981,Dory Funk Jr. (c) vs. Terry Funk,NWA International Heavyweight Title Match,,Link,S,2,"doryfunkjr1, terryfunk1, , , , , , , ,"
2,AJPW,International Champion Series 1981 - Day 4,27/04/1981,1981,Jumbo Tsuruta & Terry Funk vs. Jack Brisco & The Avenger,Tag Team Match,,Link,M,4,"jumbotsuruta1, terryfunk1, jackbrisco1, moosemorowski1, , , , , ,"
2,AJPW,International Champion Series 1981 - Day 4,27/04/1981,1981,Giant Baba vs. Bruiser Brody,NWA International Heavyweight Title Tournament Semi Final Match,,Link,S,2,"giantbaba1, bruiserbrody1, , , , , , , ,"
2,AJPW,International Champion Series 1981 - Day 4,27/04/1981,1981,Abdullah The Butcher vs. Dory Funk Jr.,NWA International Heavyweight Title Tournament Semi Final Match,,Link,S,2,"abdullahthebutcher1, doryfunkjr1, , , , , , , ,"
2,AJPW,International Champion Series 1981 - Day 3,26/04/1981,1981,Giant Baba vs. Terry Funk,NWA International Heavyweight Title Tournament Second Round Match,,Link,S,2,"giantbaba1, terryfunk1, , , , , , , ,"
2,AJPW,International Champion Series 1981 - Day 1,24/04/1981,1981,Giant Baba & Jumbo Tsuruta (c) vs. The Funks (Dory Funk Jr. & Terry Funk),NWA International Tag Team Title Best Two Out Of Three Falls Match,Handheld,Link,M,4,"giantbaba1, jumbotsuruta1, doryfunkjr1, terryfunk1, , , , , ,"
2,AJPW,9th Champion Carnival - Day 25,23/04/1981,1981,Abdullah The Butcher vs. Jumbo Tsuruta,Champion Carnival 1981 Match,,Link,S,2,"abdullahthebutcher1, jumbotsuruta1, , , , , , , ,"
1,AJPW,9th Champion Carnival - Day 25,23/04/1981,1981,Giant Baba vs. Bruiser Brody,Champion Carnival 1981 Match,,Link,S,2,"giantbaba1, bruiserbrody1, , , , , , , ,"
1,AJPW,9th Champion Carnival - Day 19,17/04/1981,1981,Jumbo Tsuruta vs. Bruiser Brody,Champion Carnival 1981 Match,,Link,S,2,"jumbotsuruta1, bruiserbrody1, , , , , , , ,"
3,AJPW,9th Champion Carnival - Day 12,10/04/1981,1981,Jumbo Tsuruta vs. Jack Brisco,Champion Carnival 1981 Match,,Link,S,2,"jumbotsuruta1, jackbrisco1, , , , , , , ,"
2,AJPW,9th Champion Carnival - Day 12,10/04/1981,1981,Abdullah The Butcher vs. Bruiser Brody,Champion Carnival 1981 Match,,Link,S,2,"abdullahthebutcher1, bruiserbrody1, , , , , , , ,"
3,AJPW,9th Champion Carnival - Day 7,02/04/1981,1981,Giant Baba vs. Jumbo Tsuruta,Champion Carnival 1981 Match,,Link,S,2,"giantbaba1, jumbotsuruta1, , , , , , , ,"
2,AJPW,Excite Series 1981 - Day 5,15/02/1981,1981,Harley Race (c) vs. Giant Baba,NWA World Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"harleyrace1, giantbaba1, , , , , , , ,"
1,AJPW,Excite Series 1981 - Day 2,12/02/1981,1981,Harley Race vs. Dick Murdoch,Non Title Match,,Link,S,2,"harleyrace1, dickmurdoch1, , , , , , , ,"
2,AJPW,New Year Giant Series 1981 - Day 14,19/01/1981,1981,Abdullah The Butcher & Mark Lewin vs. Jumbo Tsuruta & Verne Gagne,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"abdullahthebutcher1, marklewin1, jumbotsuruta1, vernegagne1, , , , , ,"
2,AJPW,New Year Giant Series 1981 - Day 13,18/01/1981,1981,Giant Baba (c) vs. Verne Gagne (c),AWA World Heavyweight Title / PWF Heavyweight Title Two Out Of Three Falls Match,,Link,S,2,"giantbaba1, vernegagne1, , , , , , , ,"
2,AJPW,New Year Giant Series 1981 - Day 10,13/01/1981,1981,Giant Baba & Jumbo Tsuruta (c) vs. Abdullah The Butcher & Mark Lewin,NWA International Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"giantbaba1, jumbotsuruta1, abdullahthebutcher1, marklewin1, , , , , ,"
4.25,AJPW,Real World Tag League 1980 - Day 13,11/12/1980,1980,Nick Bockwinkel vs. Bill Robinson,Singles Match,,Link,S,2,"nickbockwinkel1, billyrobinson1, , , , , , , ,"
4.25,AJPW,Real World Tag League 1980 - Day 13,11/12/1980,1980,Giant Baba & Jumbo Tsuruta vs. The Funks (Dory Funk Jr. & Terry Funk),Real World Tag League 1980 Final Match,,Link,M,4,"giantbaba1, jumbotsuruta1, doryfunkjr1, terryfunk1, , , , , ,"
2,AJPW,Real World Tag League 1980 - Day 13,11/12/1980,1980,Abdullah The Butcher & Tor Kamata vs. The Great Mephisto & The Sheik,Real World Tag League 1980 Match,,Link,M,4,"abdullahthebutcher1, torkamata1, greatmephisto1, sheik1, , , , , ,"
3,AJPW,Real World Tag League 1980 - Day 11,09/12/1980,1980,Jim Brunzell & Nick Bockwinkel vs. The Funks (Dory Funk Jr. & Terry Funk),Real World Tag League 1980 Match,,Link,M,4,"jimbrunzell1, nickbockwinkel1, doryfunkjr1, terryfunk1, , , , , ,"
2,AJPW,Real World Tag League 1980 - Day 11,09/12/1980,1980,Abdullah The Butcher & Tor Kamata vs. Giant Baba & Jumbo Tsuruta,Real World Tag League 1980 Match,,Link,M,4,"abdullahthebutcher1, torkamata1, giantbaba1, jumbotsuruta1, , , , , ,"
3,AJPW,Real World Tag League 1980 - Day 7,05/12/1980,1980,Jim Brunzell & Nick Bockwinkel vs. Bill Robinson & Les Thornton,Real World Tag League 1980 Match,,Link,M,4,"jimbrunzell1, nickbockwinkel1, billyrobinson1, lesthornton1, , , , , ,"
2,AJPW,Real World Tag League 1980 - Day 7,05/12/1980,1980,Abdullah The Butcher & Tor Kamata vs. The Funks (Dory Funk Jr. & Terry Funk),Real World Tag League 1980 Match,,Link,M,4,"abdullahthebutcher1, torkamata1, doryfunkjr1, terryfunk1, , , , , ,"
3,AJPW,Real World Tag League 1980 - Day 4,01/12/1980,1980,Abdullah The Butcher vs. The Sheik,Singles Match,,Link,S,2,"abdullahthebutcher1, sheik1, , , , , , , ,"
2,AJPW,Real World Tag League 1980 - Day 4,01/12/1980,1980,Jumbo Tsuruta vs. Ricky Steamboat,Singles Match,,Link,S,2,"jumbotsuruta1, rickysteamboat1, , , , , , , ,"
2,AJPW,Real World Tag League 1980 - Day 4,01/12/1980,1980,Giant Baba vs. Nick Bockwinkel,Singles Match,,Link,S,2,"giantbaba1, nickbockwinkel1, , , , , , , ,"
3,AJPW,Real World Tag League 1980 - Day 1,28/11/1980,1980,Abdullah The Butcher & Tor Kamata vs. Dick Slater & Ricky Steamboat,Real World Tag League 1980 Match,,Link,M,4,"abdullahthebutcher1, torkamata1, dickslater1, rickysteamboat1, , , , , ,"
1,AJPW,Real World Tag League 1980 - Day 1,28/11/1980,1980,The Great Mephisto & The Sheik vs. The Funks (Dory Funk Jr. & Terry Funk),Real World Tag League 1980 Match,,Link,M,4,"greatmephisto1, sheik1, doryfunkjr1, terryfunk1, , , , , ,"
2,AJPW,Giant Series 1980 - Day 24,04/11/1980,1980,Terry Funk vs. The Asteroid,Singles Match,,Link,S,2,"terryfunk1, scottirwin1, , , , , , , ,"
1,AJPW,Giant Series 1980 - Day 22,02/11/1980,1980,Big John Studd & The Asteroid vs. Dick Murdoch & Terry Funk,Tag Team Match,,Link,M,4,"bigjohnstudd1, scottirwin1, dickmurdoch1, terryfunk1, , , , , ,"
4.25,AJPW,Giant Series 1980 - Day 21,01/11/1980,1980,Abdullah The Butcher (c) vs. Terry Funk,NWA United National Title Best Two Out Of Three Falls Match,,Link,S,2,"abdullahthebutcher1, terryfunk1, , , , , , , ,"
3,AJPW,Giant Series 1980 - Day 12,22/10/1980,1980,The Asteroid & The Avenger vs. Bill Robinson & Terry Funk,Tag Team Match,,Link,M,4,"scottirwin1, moosemorowski1, billyrobinson1, terryfunk1, , , , , ,"
2,AJPW,Giant Series 1980 - Day 8,17/10/1980,1980,Giant Baba & Jumbo Tsuruta (c) vs. Bill Robinson & Wahoo McDaniel,NWA International Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"giantbaba1, jumbotsuruta1, billyrobinson1, wahoomcdaniel1, , , , , ,"
2,AJPW,Giant Series 1980 - Day 1,09/10/1980,1980,Great Kojika & Jumbo Tsuruta vs. Bill Robinson & Wahoo McDaniel,Tag Team Match,,Link,M,4,"greatkojika1, jumbotsuruta1, billyrobinson1, wahoomcdaniel1, , , , , ,"
2,AJPW,Summer Action Series II - Day 15,09/09/1980,1980,Giant Baba (c) vs. Harley Race,Singles Match,,Link,S,2,"giantbaba1, harleyrace1, , , , , , , ,"
1,AJPW,Summer Action Series II - Day 12,05/09/1980,1980,Dos Caras & Mil Mascaras vs. Austin Idol & Harley Race,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"doscaras1, milmascaras1, austinidol1, harleyrace1, , , , , ,"
2,AJPW,Summer Action Series II - Day 11,04/09/1980,1980,Harley Race (c) vs. Giant Baba,NWA World Heavyweight Title Match,,Link,S,2,"harleyrace1, giantbaba1, , , , , , , ,"
4.25,AJPW,8th Champion Carnival - Day 31,02/05/1980,1980,Giant Baba & Jumbo Tsuruta vs. Dick Slater & Terry Funk,Tag Team Match,,Link,M,4,"giantbaba1, jumbotsuruta1, dickslater1, terryfunk1, , , , , ,"
4,AJPW,8th Champion Carnival - Day 31,02/05/1980,1980,Abdullah The Butcher vs. The Sheik,Singles Match,Double DQ,Link,S,2,"abdullahthebutcher1, sheik1, , , , , , , ,"
3,AJPW,8th Champion Carnival - Day 30,01/05/1980,1980,Jumbo Tsuruta vs. Dick Slater,Champion Carnival 1980 Final Match,,Link,S,2,"jumbotsuruta1, dickslater1, , , , , , , ,"
2,AJPW,8th Champion Carnival - Day 23,24/04/1980,1980,Giant Baba vs. Terry Funk,Champion Carnival 1980 Match,,Link,S,2,"giantbaba1, terryfunk1, , , , , , , ,"
2,AJPW,8th Champion Carnival - Day 23,24/04/1980,1980,Abdullah The Butcher vs. Jumbo Tsuruta,Champion Carnival 1980 Match,,Link,S,2,"abdullahthebutcher1, jumbotsuruta1, , , , , , , ,"
3,AJPW,8th Champion Carnival - Day 18,18/04/1980,1980,Giant Baba vs. Jumbo Tsuruta,Champion Carnival 1980 Match,,Link,S,2,"giantbaba1, jumbotsuruta1, , , , , , , ,"
2,AJPW,8th Champion Carnival - Day 18,18/04/1980,1980,Abdullah The Butcher vs. Terry Funk,Champion Carnival 1980 Match,,Link,S,2,"abdullahthebutcher1, terryfunk1, , , , , , , ,"
2,AJPW,8th Champion Carnival - Tag 13,12/04/1980,1980,Jumbo Tsuruta & Tiger Toguchi vs. Dick Slater & Terry Funk,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"jumbotsuruta1, kimduk1, dickslater1, terryfunk1, , , , , ,"
2,AJPW,8th Champion Carnival - Day 12,10/04/1980,1980,Terry Funk vs. Rocky Hata,Champion Carnival 1980 Match,,Link,S,2,"terryfunk1, rockyhata1, , , , , , , ,"
3,AJPW,8th Champion Carnival - Day 7,04/04/1980,1980,Terry Funk vs. Jumbo Tsuruta,Champion Carnival 1980 Match,,Link,S,2,"terryfunk1, jumbotsuruta1, , , , , , , ,"
3,AJPW,8th Champion Carnival - Day 1,28/03/1980,1980,Terry Funk vs. Ray Candy,Champion Carnival 1980 Match,,Link,S,2,"terryfunk1, raycandy1, , , , , , , ,"
2,AJPW,Excite Series 1980 - Day 16,05/03/1980,1980,Dick Murdoch (c) vs. Jumbo Tsuruta,NWA United National Title Best Two Out Of Three Falls Match,,Link,S,2,"dickmurdoch1, jumbotsuruta1, , , , , , , ,"
2,AJPW,Excite Series 1980 - Day 7,23/02/1980,1980,Jumbo Tsuruta (c) vs. Dick Murdoch,NWA United National Title Best Two Out Of Three Falls Match,,Link,S,2,"jumbotsuruta1, dickmurdoch1, , , , , , , ,"
1,AJPW,New Year Giant Series 1980 - Day 16,22/01/1980,1980,Giant Baba (c) vs. Bruiser Brody,PWF Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"giantbaba1, bruiserbrody1, , , , , , , ,"
2,AJPW,New Year Giant Series 1980 - Day 5,08/01/1980,1980,Giant Baba & Jumbo Tsuruta vs. Bill Robinson & Dutch Mantell,Tag Team Match,,Link,M,4,"giantbaba1, jumbotsuruta1, billyrobinson1, dutchmantell1, , , , , ,"
3,AJPW,NWA World Champion Series 1974 - Day 10,05/12/1974,1974,Giant Baba (c) vs. Jack Brisco,NWA World Heavyweight Title / PWF Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"giantbaba1, jackbrisco1, , , , , , , ,"
2,AJPW,NWA World Champion Series 1974 - Day 10,05/12/1974,1974,Ken Mantell (c) vs. Jumbo Tsuruta,NWA World Junior Heavyweight Title Best Two Out Of Three Falls Match,,Link,,2,"jumbotsuruta1, kenmantell1, , , , , , , ,"
3,AJPW,NWA World Champion Series 1974 - Day 8,02/12/1974,1974,Akihisa Takachiho & Jumbo Tsuruta vs. Ken Mantell & Pat O'Connor,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"greatkabuki1, jumbotsuruta1, kenmantell1, patoconnor1, , , , , ,"
3,AJPW,NWA World Champion Series 1974 - Day 8,02/12/1974,1974,Jack Brisco (c) vs. Giant Baba,NWA World Heavyweight Title Best Two Out Of Three Falls Match,,Link,M,2,"jackbrisco1, giantbaba1, , , , , , , ,"
2,AJPW,Summer Action Series II 1974 - Day 16,29/08/1974,1974,Giant Baba & The Destroyer vs. Dick Slater & Killer Karl Kox,Best Two Out Of Three Falls Tag Team Match,,Link,,4,"giantbaba1, destroyer1, dickslater1, killerkarlkox1, , , , , ,"
2,AJPW,Summer Action Series II 1974 - Day 16,29/08/1974,1974,Dory Funk Jr. vs. Jumbo Tsuruta,Best Two Out Of Three Falls Match,,Link,,2,"doryfunkjr1, jumbotsuruta1, , , , , , , ,"
4,AJPW,Summer Action Series 1974 - Day 15,25/07/1974,1974,The Destroyer (c) vs. Mil Mascaras,PWF United States Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"destroyer1, milmascaras1, , , , , , , ,"
3,AJPW,Summer Action Series 1974 - Day 15,25/07/1974,1974,Giant Baba & Jumbo Tsuruta vs. Bob Backlund & Bob Roop,Best Two Out Of Three Falls Tag Team Match,,Link,S,4,"giantbaba1, jumbotsuruta1, bobbacklund1, bobroop1, , , , , ,"
2,AJPW,Madison Square Garden Series - Day 16,13/06/1974,1974,Giant Baba (c) vs. Pedro Morales,PWF Heavyweight Title MSG Cup Final Best Two Out Of Three Falls Match,,Link,M,2,"giantbaba1, pedromorales1, , , , , , , ,"
1,AJPW,Madison Square Garden Series - Day 16,13/06/1974,1974,Jumbo Tsuruta & The Destroyer vs. Johnny Rodz & Kevin Sullivan,Best Two Out Of Three Falls Tag Team Match,,Link,,4,"jumbotsuruta1, destroyer1, kevinsullivan1, johnnyrodz1, , , , , ,"
